Sn,Companies Name,City,HR Mail ID,Career Link,Status,Roles,Packages,Experience,WFH/WFO,Skills,Date ,Follow-up-1(24hrs),Follow-up-2(48hrs),Follow-up-3(100 HRS),Shifts
160,HSBC Technology India,Mumbai,abdul.w@neemans.com,https://www.hsbc.com/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
161,Deutsche Bank,Mumbai,abdul.w@neemans.com,https://careers.db.com,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
162,Credit Suisse,Mumbai,abdul.w@neemans.com,https://www.credit-suisse.com/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
163,Zensar Technologies,Mumbai,abdul.w@neemans.com,https://www.zensar.com/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
164,L&T Infotech (LTI),Mumbai,abdul.w@neemans.com,https://www.ltimindtree.com/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
165,Mphasis,Mumbai,abdul.w@neemans.com,https://careers.mphasis.com,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
166,Amdocs,Mumbai,abdul.w@neemans.com,https://jobs.amdocs.com,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
167,Virtusa,Mumbai,abdul.w@neemans.com,https://www.virtusa.com/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
168,BNY Mellon,Mumbai,abdul.w@neemans.com,https://careers.bnymellon.com,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
169,KPIT Technologies,Mumbai,abdul.w@neemans.com,https://www.kpit.com/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
170,Cybage Software,Mumbai,abdul.w@neemans.com,https://www.cybage.com/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
171,Quick Heal Technologies,Mumbai,abdul.w@neemans.com,https://www.quickheal.com/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
172,ThoughtWorks,Mumbai,abdul.w@neemans.com,https://www.thoughtworks.com/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
173,NVIDIA India,Mumbai,abdul.w@neemans.com,https://www.nvidia.com/en-us/about-nvidia/careers/,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
174,Veritas Technologies,Mumbai,abdul.w@neemans.com,https://www.veritas.com/company/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
175,Red Hat India,Mumbai,abdul.w@neemans.com,https://www.redhat.com/en/jobs,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
176,Deutsche Börse IT Center,Mumbai,abdul.w@neemans.com,https://careers.deutsche-boerse.com,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
177,Bhatia Brothers Manufacturing,Mumbai,abdul.w@neemans.com,https://www.bhatia-group.com/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
178,Serum Institute of India,Mumbai,abdul.w@neemans.com,https://www.seruminstitute.com/careers.php,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
179,Persistent Systems,Mumbai,abdul.w@neemans.com,https://careers.persistent.com,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
180,Bajaj Finance,Mumbai,abdul.w@neemans.com,https://www.bajajfinserv.in/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
181,Bajaj Finserv,Mumbai,abdul.w@neemans.com,https://www.bajajfinance.in/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
182,Bharat Forge,Mumbai,abdul.w@neemans.com,https://www.bharatforge.com/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
183,Birlasoft,Mumbai,abdul.w@neemans.com,https://www.birlasoft.com/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
184,Force Motors,Mumbai,abdul.w@neemans.com,https://forcemotors.com/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
185,Cummins India,Mumbai,abdul.w@neemans.com,https://www.cummins.com/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
186,John Deere India,Mumbai,abdul.w@neemans.com,https://www.deere.com/en/our-company/john-deere-careers/,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
187,JCB India,Mumbai,abdul.w@neemans.com,https://www.jcb.com/en-in/about/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
188,Mahindra & Mahindra,Mumbai,abdul.w@neemans.com,https://www.mahindra.com/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
189,Tata Motors,Mumbai,abdul.w@neemans.com,https://careers.tatamotors.com,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
190,SKF India,Mumbai,abdul.w@neemans.com,https://www.skf.com/group/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
191,Honeywell India,Mumbai,abdul.w@neemans.com,https://careers.honeywell.com,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
192,Siemens India,Mumbai,abdul.w@neemans.com,https://www.siemens.com/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
193,Schneider Electric,Mumbai,abdul.w@neemans.com,https://www.se.com/in/en/about-us/careers/,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
194,Emerson Electric India,Mumbai,abdul.w@neemans.com,https://www.emerson.com/en-in/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
195,Bosch India,Mumbai,abdul.w@neemans.com,https://www.bosch.in/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
196,Oracle Financial Services,Mumbai,abdul.w@neemans.com,https://www.oracle.com/industries/financial-services/careers/,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
197,Deloitte India,Mumbai,abdul.w@neemans.com,https://www2.deloitte.com/in/en/careers.html,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
198,EY India,Mumbai,abdul.w@neemans.com,https://www.ey.com/en_in/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
199,KPMG India,Mumbai,abdul.w@neemans.com,https://home.kpmg/in/en/home/careers.html,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
200,American Express India,Mumbai,abdul.w@neemans.com,https://www.americanexpress.com/en-in/careers/,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
201,Standard Chartered,Benguluru,abdul.w@neemans.com,https://www.sc.com/en/careers/,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
202,ICICI Bank,Benguluru,abdul.w@neemans.com,https://www.icicibank.com/about-us/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
203,HDFC Bank,Benguluru,abdul.w@neemans.com,https://www.hdfcbank.com/aboutus/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
204,Kotak Mahindra Bank,Benguluru,abdul.w@neemans.com,https://www.kotak.com/en/careers.html,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
205,Axis Bank,Benguluru,abdul.w@neemans.com,https://www.axisbank.com/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
206,Reliance Industries,Benguluru,abdul.w@neemans.com,https://careers.ril.com,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
207,Reliance Jio,Benguluru,abdul.w@neemans.com,https://careers.jio.com,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
208,Aditya Birla Group,Benguluru,abdul.w@neemans.com,https://www.adityabirla.com/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
209,Godrej Industries,Benguluru,abdul.w@neemans.com,https://www.godrej.com/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
210,Nestle India,Benguluru,abdul.w@neemans.com,https://www.nestle.in/jobs,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
211,PepsiCo India,Benguluru,abdul.w@neemans.com,https://www.pepsicojobs.com/main/india,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
212,Coca-Cola India,Benguluru,abdul.w@neemans.com,https://www.coca-colacompany.com/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
213,Procter & Gamble (P&G),Benguluru,abdul.w@neemans.com,https://www.pgcareers.com/location/india,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
214,Unilever India,Benguluru,abdul.w@neemans.com,https://www.unileverindia.com/careers/,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
215,Maruti Suzuki India,Benguluru,abdul.w@neemans.com,https://www.marutisuzuki.com/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
216,Johnson & Johnson India,Benguluru,abdul.w@neemans.com,https://careers.jnj.com,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
217,Pfizer India,Benguluru,abdul.w@neemans.com,https://www.pfizer.com/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
218,Novartis India,Benguluru,abdul.w@neemans.com,https://www.novartis.com/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
219,ITC Limited,Benguluru,abdul.w@neemans.com,https://www.itcportal.com/careers.aspx,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
220,Hindustan Unilever Ltd (HUL),Benguluru,abdul.w@neemans.com,https://www.hul.co.in/careers/,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
221,Bharat Petroleum Corporation (BPCL),Benguluru,abdul.w@neemans.com,https://www.bharatpetroleum.com/career,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
222,Hindustan Petroleum Corporation (HPCL),Benguluru,abdul.w@neemans.com,https://www.hindustanpetroleum.com/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
223,Bharat Forge,Benguluru,abdul.w@neemans.com,https://www.bharatforge.com/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
224,Tata Steel,Benguluru,abdul.w@neemans.com,https://www.tatasteel.com/careers/,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
225,Vedanta Resources,Benguluru,abdul.w@neemans.com,https://www.vedantalimited.com/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
226,"Larsen & Toubro (Power / Infra Units, Mumbai HQ)",Benguluru,abdul.w@neemans.com,https://www.larsentoubro.com/careers/,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
227,Bosch Mumbai Units,Benguluru,abdul.w@neemans.com,https://www.bosch-career.com,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
228,Siemens Mumbai Units,Benguluru,abdul.w@neemans.com,https://www.siemens.com/in/en/company/jobs.html,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
229,Honeywell Mumbai Units,Benguluru,abdul.w@neemans.com,https://careersathoneywell.com,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
230,Schneider Electric India,Benguluru,abdul.w@neemans.com,https://www.se.com/in/en/about-us/careers/,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
231,Tata Power,Benguluru,abdul.w@neemans.com,https://www.tatapower.com/careers.aspx,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
232,Reliance Retail,Benguluru,abdul.w@neemans.com,https://www.ril.com/Careers/Careers-at-Reliance-Retail.aspx,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
233,Adani Group,Benguluru,abdul.w@neemans.com,https://www.adani.com/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
234,HDFC Life Insurance,Benguluru,abdul.w@neemans.com,https://www.hdfclife.com/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
235,ICICI Prudential Life Insurance,Benguluru,abdul.w@neemans.com,https://www.iciciprulife.com/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
236,SBI Life Insurance,Benguluru,abdul.w@neemans.com,https://www.sbilife.co.in/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
237,Tata AIA Life,Benguluru,abdul.w@neemans.com,https://www.tataaia.com/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
238,Kotak Life Insurance,Benguluru,abdul.w@neemans.com,https://www.kotaklife.com/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
239,Bajaj Allianz,Benguluru,abdul.w@neemans.com,https://www.bajajallianzlife.com/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
240,Godrej Properties,Benguluru,abdul.w@neemans.com,https://www.godrejproperties.com/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
241,Oberoi Realty,Benguluru,abdul.w@neemans.com,https://www.oberoirealty.com/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
242,Lodha Group,Benguluru,abdul.w@neemans.com,https://www.lodhagroup.in/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
243,DLF Mumbai Projects,Benguluru,abdul.w@neemans.com,https://www.dlf.in/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
244,Piramal Enterprises,Benguluru,abdul.w@neemans.com,https://www.piramal.com/careers/,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
245,Glenmark Pharmaceuticals,Benguluru,abdul.w@neemans.com,https://www.glenmarkpharma.com/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
246,Sun Pharma Mumbai Units,Benguluru,abdul.w@neemans.com,https://sunpharma.com/careers/,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
247,Biocon Mumbai / Offices,Benguluru,abdul.w@neemans.com,https://www.biocon.com/careers/,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
248,L’Oréal India,Benguluru,abdul.w@neemans.com,https://www.loreal.com/en/india/careers/,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
249,Asian Paints,Benguluru,abdul.w@neemans.com,https://www.asianpaints.com/careers.html,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
250,Raymond Ltd,Benguluru,abdul.w@neemans.com,https://www.raymond.in/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
251,Ayekart Fintech,Benguluru,abdul.w@neemans.com,https://ayekart.com,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
252,Finsights,Benguluru,abdul.w@neemans.com,https://finsights.biz,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
253,OriginKonnect,Benguluru,abdul.w@neemans.com,https://originkonnect.com,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
254,Greensat Innovation Labs,Benguluru,abdul.w@neemans.com,https://greensat.in,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
255,Spottabl,Benguluru,abdul.w@neemans.com,https://www.spottabl.com/careers,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
256,ThreatWatch360,Benguluru,abdul.w@neemans.com,https://threatwatch360.com,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
257,Startups24x7,Benguluru,abdul.w@neemans.com,https://startups24x7.com,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
258,Joistic Technologies,Benguluru,abdul.w@neemans.com,https://joistic.com,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
259,Simutomy,Benguluru,abdul.w@neemans.com,https://simutomy.com,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
260,JyoSh AI,Benguluru,abdul.w@neemans.com,https://jyosh.ai,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
261,Finage,Benguluru,abdul.w@neemans.com,https://finage.in,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
262,HealthZen Labs,Benguluru,abdul.w@neemans.com,https://healthzen.in,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
263,AquaSense Technologies,Benguluru,abdul.w@neemans.com,https://aquasense.tech,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
264,Learnlytics,Benguluru,abdul.w@neemans.com,https://learnlytics.in,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
265,CloudHive,Benguluru,abdul.w@neemans.com,https://cloudhive.in,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
266,EduCore Labs,Benguluru,abdul.w@neemans.com,https://educorelabs.com,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
267,GreenChain Labs,Benguluru,abdul.w@neemans.com,https://greenchainlabs.com,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
268,Taskly AI,Benguluru,abdul.w@neemans.com,https://taskly.ai,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
269,RetailMind,Benguluru,abdul.w@neemans.com,https://retailmind.ai,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
270,SmartOps AI,Benguluru,abdul.w@neemans.com,https://smartops.ai,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
271,PayFlux,Benguluru,abdul.w@neemans.com,https://payflux.in,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
272,NextGen Analytics,Benguluru,abdul.w@neemans.com,https://nextgenanalytics.in,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
273,Medivine Solutions,Benguluru,abdul.w@neemans.com,https://medivine.in,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
274,DataTrail Labs,Benguluru,abdul.w@neemans.com,https://datatraillabs.com,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
275,TrackI,Benguluru,abdul.w@neemans.com,https://tracki.com,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
276,AutoSage,Benguluru,abdul.w@neemans.com,https://autosage.ai,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
277,Croplytics,Benguluru,abdul.w@neemans.com,https://croplytics.in,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
278,LoanPilot,Benguluru,abdul.w@neemans.com,https://loanpilot.in,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
279,SurveyNest,Benguluru,abdul.w@neemans.com,https://surveynest.com,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
280,InsightNova,Benguluru,abdul.w@neemans.com,https://insightnova.ai,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
281,FinLoop,Benguluru,abdul.w@neemans.com,https://finloop.ai,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
282,BioSense Analytics,Benguluru,abdul.w@neemans.com,https://biosense.ai,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
283,UrbanPulse,Benguluru,abdul.w@neemans.com,https://urbanpulse.ai,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
284,SkillSphere,Benguluru,abdul.w@neemans.com,https://skillsphere.ai,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
285,QuantumEdge,Benguluru,abdul.w@neemans.com,https://quantumedge.ai,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
286,SafeChain,Benguluru,abdul.w@neemans.com,https://safechain.ai,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
287,Agrolytics,Benguluru,abdul.w@neemans.com,https://agrolytics.ai,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
288,RetailBot,Benguluru,abdul.w@neemans.com,https://retailbot.ai,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
289,HealthSync,Benguluru,abdul.w@neemans.com,https://healthsync.ai,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
290,ConnectIQ,Benguluru,abdul.w@neemans.com,https://connectiq.ai,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
291,Worklytics,Benguluru,abdul.w@neemans.com,https://worklytics.ai,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
292,FleetSense,Benguluru,abdul.w@neemans.com,https://fleetsense.ai,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
293,MindHub,Benguluru,abdul.w@neemans.com,https://mindhub.ai,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
294,Travellytics,Benguluru,abdul.w@neemans.com,https://travellytics.ai,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
295,PaySmart Labs,Benguluru,abdul.w@neemans.com,https://paysmartlabs.com,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
296,CityTrack AI,Benguluru,abdul.w@neemans.com,https://citytrack.ai,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
297,EduSphere,Benguluru,abdul.w@neemans.com,https://edusphere.ai,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
298,DataHive,Benguluru,abdul.w@neemans.com,https://datahive.ai,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
299,OptiFlow,Benguluru,abdul.w@neemans.com,https://optiflow.ai,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
300,Shoplytics,Benguluru,abdul.w@neemans.com,https://shoplytics.ai,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
301,CashBook,Pune,abdul.w@neemans.com,https://cashbook.in,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
302,Multipl,Pune,abdul.w@neemans.com,https://multipl.xyz,Pending,DS,5LPA - 8LPA,1,WFO,,,PENDING,PENDING,PENDING,DAY
303,Samaaro,Pune,abdul.w@neemans.com,https://samaaro.com/careers,Pending,DS,5LPA - 8LPA,1,WFH,,,PENDING,PENDING,PENDING,DAY
304,dyte,Pune,abdul.w@neemans.com,https://dyte.io/careers,Pending,DS,5LPA - 8LPA,1,WFH,,,PENDING,PENDING,PENDING,DAY
305,Atmana,Pune,abdul.w@neemans.com,https://atmana.ai/careers,Pending,DS,5LPA - 8LPA,1,WFH,,,PENDING,PENDING,PENDING,DAY
306,Difenz,Pune,abdul.w@neemans.com,https://difenz.com/careers,Pending,DS,5LPA - 8LPA,1,WFH,,,PENDING,PENDING,PENDING,DAY
307,SalaryBook,Pune,abdul.w@neemans.com,https://salarybook.in/careers,Pending,DS,5LPA - 8LPA,1,WFH,,,PENDING,PENDING,PENDING,DAY
308,NeuralGarage,Pune,abdul.w@neemans.com,https://neuralgarage.ai/careers,Pending,DS,5LPA - 8LPA,1,WFH,,,PENDING,PENDING,PENDING,DAY
309,Even Healthcare,Pune,abdul.w@neemans.com,https://even.in/careers,Pending,DS,5LPA - 8LPA,1,WFH,,,PENDING,PENDING,PENDING,DAY
310,Ditto Insurance,Pune,abdul.w@neemans.com,https://joinditto.in/careers,Pending,DS,5LPA - 8LPA,1,WFH,,,PENDING,PENDING,PENDING,DAY
311,Swish,Pune,abdul.w@neemans.com,https://swishclub.in/careers,Pending,DS,5LPA - 8LPA,1,WFH,,,PENDING,PENDING,PENDING,DAY
312,Yenmo,Pune,abdul.w@neemans.com,https://yenmo.in,Pending,DS,5LPA - 8LPA,1,WFH,,,PENDING,PENDING,PENDING,DAY
313,Felicity Games,Pune,abdul.w@neemans.com,https://felicitygames.com/careers,Pending,DS,5LPA - 8LPA,1,WFH,,,PENDING,PENDING,PENDING,DAY
314,WizCommerce,Pune,abdul.w@neemans.com,https://wizcommerce.com/careers,Pending,DS,5LPA - 8LPA,1,WFH,,,PENDING,PENDING,PENDING,DAY
315,OnFinance AI,Pune,abdul.w@neemans.com,https://onfinance.ai,Pending,DS,5LPA - 8LPA,1,WFH,,,PENDING,PENDING,PENDING,DAY
316,EduPulse,Pune,abdul.w@neemans.com,https://edupulse.ai,Pending,DS,5LPA - 8LPA,1,WFH,,,PENDING,PENDING,PENDING,DAY
317,Finlytics,Pune,abdul.w@neemans.com,https://finlytics.ai,Pending,DS,5LPA - 8LPA,1,WFH,,,PENDING,PENDING,PENDING,DAY
318,HealthSphere,Pune,abdul.w@neemans.com,https://healthsphere.ai,Pending,DS,5LPA - 8LPA,1,WFH,,,PENDING,PENDING,PENDING,DAY
319,RetailEdge,Pune,abdul.w@neemans.com,https://retailedge.ai,Pending,DS,5LPA - 8LPA,1,WFH,,,PENDING,PENDING,PENDING,DAY
